Time,trustor,trustee,pkts_f,pkts_d,pdr,frds,coi,D_ID,D_Type,D_Brand,D_Model,D_Relationship_Type,D_Relationship_Factor
2630,5,9,2,0,1,1,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2631,10,1,7,1,0.875,1,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2632,14,3,1,5,0.166666667,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2632,5,6,1,1,0.5,1,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2633,9,5,6,2,0.75,1,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2633,5,14,1,1,0.5,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
2634,12,2,1,8,0.111111111,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2634,9,14,7,1,0.875,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2635,4,14,1,8,0.111111111,1,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2636,11,2,1,0,1,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2636,9,12,3,0,1,0,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2637,9,3,1,2,0.333333333,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2637,3,9,1,0,1,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2637,11,10,1,0,1,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2638,3,12,1,0,1,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2639,9,2,10,0,1,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
2639,12,2,4,0,1,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2640,5,11,1,1,0.5,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2640,9,14,2,8,0.2,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2640,11,8,4,0,1,0,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2642,7,3,1,9,0.1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2642,15,1,9,1,0.9,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2642,4,11,4,3,0.571428571,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2643,7,15,3,7,0.3,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2644,4,14,3,5,0.375,1,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2644,14,9,3,0,1,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2645,6,3,1,4,0.2,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2646,4,11,4,3,0.571428571,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2646,6,13,4,1,0.8,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2646,15,6,1,1,0.5,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2647,13,4,1,1,0.5,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2647,4,9,5,2,0.714285714,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2648,7,13,7,0,1,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2649,7,4,5,2,0.714285714,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2649,2,11,2,0,1,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2649,11,10,3,1,0.75,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2651,8,5,3,1,0.75,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2651,11,2,1,2,0.333333333,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2651,1,8,8,1,0.888888889,0,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2653,12,2,4,3,0.571428571,0,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2653,7,13,1,3,0.25,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2653,5,9,4,1,0.8,1,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2655,7,4,2,7,0.222222222,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2655,15,3,2,6,0.25,0,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2655,2,15,1,0,1,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2656,7,13,7,2,0.777777778,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2657,13,5,1,6,0.142857143,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2657,3,11,2,5,0.285714286,1,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2658,10,3,5,3,0.625,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2658,3,10,7,0,1,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2658,15,9,2,5,0.285714286,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2660,5,15,6,2,0.75,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2660,6,13,5,4,0.555555556,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2660,14,9,10,0,1,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2661,6,5,3,6,0.333333333,1,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2661,5,8,1,7,0.125,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2662,12,5,6,0,1,1,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2663,10,4,1,5,0.166666667,1,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2663,3,7,5,3,0.625,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2664,14,5,8,2,0.8,0,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2664,3,13,6,2,0.75,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2664,10,15,2,4,0.333333333,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2665,15,9,2,8,0.2,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2666,6,2,2,1,0.666666667,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2666,1,11,4,2,0.666666667,0,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2667,6,11,3,0,1,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2667,1,6,5,1,0.833333333,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2667,13,6,4,0,1,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2668,12,1,3,1,0.75,1,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2669,8,14,5,2,0.714285714,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2669,4,7,3,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2670,8,2,7,0,1,1,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2670,4,11,1,2,0.333333333,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2670,14,8,3,3,0.5,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2671,14,1,1,5,0.166666667,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2672,6,5,1,5,0.166666667,1,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
2672,3,6,2,1,0.666666667,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2673,13,2,1,6,0.142857143,1,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2673,3,13,2,1,0.666666667,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2674,8,13,2,2,0.5,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2674,15,7,5,2,0.714285714,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2675,4,6,1,0,1,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2676,8,12,2,0,1,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2676,14,9,5,5,0.5,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2677,8,2,1,1,0.5,1,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2677,13,1,4,6,0.4,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2677,3,6,4,6,0.4,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2679,3,15,1,1,0.5,0,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2679,10,11,2,5,0.285714286,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2679,12,8,6,4,0.6,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2680,10,1,1,6,0.142857143,1,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2680,14,3,4,6,0.4,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2681,3,8,2,0,1,1,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
2682,7,5,1,0,1,1,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2682,15,1,1,3,0.25,0,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2683,5,10,7,1,0.875,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
2683,12,9,4,0,1,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2684,10,2,3,2,0.6,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2684,5,12,7,1,0.875,1,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2685,10,14,5,0,1,1,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2685,13,7,4,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2686,4,7,3,5,0.375,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2687,10,2,8,0,1,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2687,13,1,4,2,0.666666667,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2688,5,15,1,2,0.333333333,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2689,8,13,1,1,0.5,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2689,14,6,2,3,0.4,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2690,8,4,2,0,1,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2690,13,4,4,1,0.8,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2690,2,15,2,2,0.5,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2692,7,3,4,1,0.8,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2692,15,5,1,2,0.333333333,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2692,5,8,2,1,0.666666667,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2693,5,11,2,1,0.666666667,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2694,14,3,5,2,0.714285714,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2694,7,12,6,4,0.6,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2695,1,11,2,1,0.666666667,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2696,6,4,5,5,0.5,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2696,14,5,6,2,0.75,0,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2696,1,7,3,0,1,1,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2697,6,15,1,9,0.1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2697,11,8,4,4,0.5,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2698,1,7,3,1,0.75,1,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2699,13,5,5,4,0.555555556,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2699,1,13,1,3,0.25,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2699,6,12,3,6,0.333333333,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2700,6,5,6,3,0.666666667,1,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2701,4,6,1,3,0.25,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2701,11,10,5,4,0.555555556,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2702,14,2,7,2,0.777777778,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2702,6,15,2,1,0.666666667,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2703,1,14,3,2,0.6,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2704,10,5,1,5,0.166666667,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
2704,1,6,2,3,0.4,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2704,14,6,1,0,1,0,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2706,10,5,2,7,0.222222222,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
2706,4,14,2,1,0.666666667,1,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2706,12,9,5,0,1,0,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2707,10,13,6,3,0.666666667,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2708,4,6,10,0,1,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2708,14,7,6,1,0.857142857,0,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2709,4,13,4,6,0.4,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2709,6,12,2,3,0.4,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2710,12,4,1,0,1,0,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2711,8,15,3,3,0.5,0,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2711,1,6,2,3,0.4,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2711,15,9,1,0,1,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2712,8,2,3,3,0.5,1,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2713,15,2,1,2,0.333333333,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2713,3,13,10,0,1,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2714,9,1,4,1,0.8,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2714,3,8,9,1,0.9,1,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2714,11,7,3,0,1,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2715,9,14,5,0,1,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2716,2,12,2,3,0.4,0,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2716,15,9,1,0,1,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2717,8,3,3,7,0.3,1,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2718,8,15,1,9,0.1,0,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2718,5,6,3,0,1,1,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2718,11,9,3,3,0.5,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2719,15,4,4,2,0.666666667,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2719,5,14,3,0,1,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2720,10,12,6,2,0.75,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2721,10,4,2,6,0.25,1,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2721,14,4,6,1,0.857142857,1,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2721,5,10,2,0,1,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
2722,5,14,1,1,0.5,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2723,7,1,4,0,1,1,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2723,14,4,1,2,0.333333333,1,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2724,1,11,5,3,0.625,0,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2724,13,7,3,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2725,8,12,4,1,0.8,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2725,1,6,3,5,0.375,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2726,14,9,6,4,0.6,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2727,7,4,3,2,0.6,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2727,13,2,10,0,1,1,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
2727,2,6,1,4,0.2,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2728,7,14,1,4,0.2,0,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2729,14,2,4,1,0.8,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2729,5,6,2,4,0.333333333,1,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2730,5,15,4,2,0.666666667,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2730,9,15,2,0,1,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2731,9,4,1,1,0.5,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
2731,11,6,2,3,0.4,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2732,1,13,4,1,0.8,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2733,10,4,6,3,0.666666667,1,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2733,14,4,1,2,0.333333333,1,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2734,10,15,5,4,0.555555556,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2734,1,8,3,5,0.375,0,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2735,13,6,1,0,1,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2736,9,2,2,4,0.333333333,0,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2736,14,4,1,0,1,1,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2736,5,6,3,2,0.6,1,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
2737,5,11,3,2,0.6,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2737,9,12,6,0,1,0,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2738,13,2,7,2,0.777777778,1,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
2739,5,15,4,2,0.666666667,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2739,6,13,3,6,0.333333333,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2740,6,5,2,7,0.222222222,1,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2740,12,2,2,7,0.222222222,0,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2741,3,11,1,5,0.166666667,1,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2742,7,13,1,0,1,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2742,3,8,3,3,0.5,1,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
2742,11,10,6,0,1,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2743,7,5,1,0,1,1,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2744,11,1,3,1,0.75,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
2744,1,6,5,3,0.625,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2745,7,2,1,2,0.333333333,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2745,1,13,6,2,0.75,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2745,15,7,4,0,1,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2746,7,14,1,2,0.333333333,0,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2747,12,2,5,0,1,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2747,4,13,1,0,1,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2748,7,4,2,5,0.285714286,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2748,12,9,5,0,1,0,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2749,3,15,1,0,1,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
2750,9,11,5,1,0.833333333,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2750,3,7,1,0,1,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2750,13,10,5,0,1,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2751,9,1,1,5,0.166666667,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2752,4,14,3,0,1,1,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2752,12,10,6,4,0.6,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2753,7,5,7,3,0.7,1,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
2753,4,6,1,2,0.333333333,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2754,11,4,6,0,1,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2755,6,2,7,3,0.7,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2755,2,11,2,1,0.666666667,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2756,11,1,3,0,1,0,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2757,7,15,4,4,0.5,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2757,3,10,2,2,0.5,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2757,12,7,3,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2758,7,4,2,6,0.25,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2759,15,5,9,0,1,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2759,4,6,5,0,1,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2760,9,1,3,4,0.428571429,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2761,2,7,3,1,0.75,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2761,12,8,3,5,0.375,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2762,8,11,5,4,0.555555556,0,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2763,2,8,1,3,0.25,1,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2763,15,6,1,2,0.333333333,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2764,7,4,1,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2765,1,15,6,2,0.75,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2765,14,8,8,0,1,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2766,7,5,3,2,0.6,1,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2766,13,1,5,3,0.625,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2767,3,15,1,5,0.166666667,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
2768,9,12,1,0,1,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2768,14,10,8,0,1,1,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2769,9,4,1,0,1,0,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2769,11,4,7,1,0.875,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2769,5,11,8,2,0.8,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2770,5,8,1,9,0.1,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2771,12,3,2,8,0.2,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2771,10,15,4,5,0.444444444,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2772,2,11,4,2,0.666666667,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2772,11,10,9,1,0.9,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2773,6,13,2,1,0.666666667,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2774,4,8,5,0,1,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2774,13,10,1,4,0.2,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2775,7,2,1,9,0.1,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2775,4,13,1,4,0.2,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2776,13,5,4,1,0.8,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2776,7,13,6,4,0.6,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2777,1,15,7,2,0.777777778,0,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2778,15,2,3,2,0.6,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2778,6,12,8,1,0.888888889,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2778,1,6,6,3,0.666666667,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2780,6,14,1,0,1,0,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2780,2,6,7,1,0.875,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2780,11,7,2,2,0.5,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2781,2,12,8,0,1,0,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2782,11,2,1,5,0.166666667,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
